OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,Shipvia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,OrderYear,OrderMonth,OrderMonthName,OrderMonthDate,ProductID,UnitPrice_order,Quantity,Discount,ProductName,SupplierID,CategoryID,QuantityPerUnit,UnitPrice_product,UnitsInStock,UnitsOnOrder,ReorderLevel,Discontinued,CategoryName,BuyingCost,SellingPrice,Revenue,COGS,GrossProfit,GrossMargin,Month,DiscountBand
10251,VICTE,3,1996-07-08,1996-08-05,1996-07-15,1,41.34,Victuailles en stock,"2, rue du Commerce",Lyon,,69004,France,1996,7,July,1996-07,65,16.8,20,0.0,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,10.525,76,0,0,0,Condiments,10.525,16.8,336.0,210.5,125.5,0.37351190476190477,1996-07,0%
10252,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprךmes dיlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,1996,7,July,1996-07,20,64.8,40,0.05,Sir Rodney's Marmalade,8,3,30 gift boxes,40.5,40,0,0,0,Confections,40.5,64.8,2462.4,1620.0,842.4000000000001,0.34210526315789475,1996-07,0-5%
10252,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprךmes dיlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,1996,7,July,1996-07,33,2.0,25,0.05,Geitost,15,4,500 g,1.25,112,0,20,0,Dairy Products,1.25,2.0,47.5,31.25,16.25,0.34210526315789475,1996-07,0-5%
10252,SUPRD,4,1996-07-09,1996-08-06,1996-07-11,2,51.3,Suprךmes dיlices,"Boulevard Tirou, 255",Charleroi,,B-6000,Belgium,1996,7,July,1996-07,60,27.2,40,0.0,Camembert Pierrot,28,4,15 - 300 g rounds,17.0,19,0,0,0,Dairy Products,17.0,27.2,1088.0,680.0,408.0,0.375,1996-07,0%
10253,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Paחo, 67",Rio de Janeiro,RJ,05454-876,Brazil,1996,7,July,1996-07,31,10.0,20,0.0,Gorgonzola Telino,14,4,12 - 100 g pkgs,6.25,0,70,20,0,Dairy Products,6.25,10.0,200.0,125.0,75.0,0.375,1996-07,0%
10253,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Paחo, 67",Rio de Janeiro,RJ,05454-876,Brazil,1996,7,July,1996-07,39,14.4,42,0.0,Chartreuse verte,18,1,750 cc per bottle,9.0,69,0,5,0,Beverages,9.0,14.4,604.8000000000001,378.0,226.80000000000007,0.37500000000000006,1996-07,0%
10253,HANAR,3,1996-07-10,1996-07-24,1996-07-16,2,58.17,Hanari Carnes,"Rua do Paחo, 67",Rio de Janeiro,RJ,05454-876,Brazil,1996,7,July,1996-07,49,16.0,40,0.0,Maxilaku,23,3,24 - 50 g pkgs.,10.0,10,60,15,0,Confections,10.0,16.0,640.0,400.0,240.0,0.375,1996-07,0%
10254,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,1996,7,July,1996-07,24,3.6,15,0.15,Guaranב Fantבstica,10,1,12 - 355 ml cans,2.25,20,0,0,1,Beverages,2.25,3.6,45.9,33.75,12.149999999999999,0.2647058823529412,1996-07,10-20%
10254,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,1996,7,July,1996-07,55,19.2,21,0.15,Pגtי chinois,25,6,24 boxes x 2 pies,12.0,115,0,20,0,Meat/Poultry,12.0,19.2,342.71999999999997,252.0,90.71999999999997,0.2647058823529411,1996-07,10-20%
10254,CHOPS,5,1996-07-11,1996-08-08,1996-07-23,2,22.98,Chop-suey Chinese,Hauptstr. 31,Bern,,3012,Switzerland,1996,7,July,1996-07,74,8.0,21,0.0,Longlife Tofu,4,7,5 kg pkg.,5.0,4,20,5,0,Produce,5.0,8.0,168.0,105.0,63.0,0.375,1996-07,0%
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genטve,,1204,Switzerland,1996,7,July,1996-07,2,15.2,20,0.0,Chang,1,1,24 - 12 oz bottles,9.5,17,40,25,0,Beverages,9.5,15.2,304.0,190.0,114.0,0.375,1996-07,0%
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genטve,,1204,Switzerland,1996,7,July,1996-07,16,13.9,35,0.0,Pavlova,7,3,32 - 500 g boxes,8.725,29,0,10,0,Confections,8.725,13.9,486.5,305.375,181.125,0.3723021582733813,1996-07,0%
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genטve,,1204,Switzerland,1996,7,July,1996-07,36,15.2,25,0.0,Inlagd Sill,17,8,24 - 250 g  jars,9.5,112,0,20,0,Seafood,9.5,15.2,380.0,237.5,142.5,0.375,1996-07,0%
10255,RICSU,9,1996-07-12,1996-08-09,1996-07-15,3,148.33,Richter Supermarkt,Starenweg 5,Genטve,,1204,Switzerland,1996,7,July,1996-07,59,44.0,30,0.0,Raclette Courdavault,28,4,5 kg pkg.,27.5,79,0,0,0,Dairy Products,27.5,44.0,1320.0,825.0,495.0,0.375,1996-07,0%
10256,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,1996,7,July,1996-07,53,26.2,15,0.0,Perth Pasties,24,6,48 pieces,16.4,0,0,0,1,Meat/Poultry,16.4,26.2,393.0,245.99999999999997,147.00000000000003,0.3740458015267176,1996-07,0%
10256,WELLI,3,1996-07-15,1996-08-12,1996-07-17,2,13.97,Wellington Importadora,"Rua do Mercado, 12",Resende,SP,08737-363,Brazil,1996,7,July,1996-07,77,10.4,12,0.0,Original Frankfurter grne Soe,12,2,12 boxes,6.5,32,0,15,0,Condiments,6.5,10.4,124.80000000000001,78.0,46.80000000000001,0.37500000000000006,1996-07,0%
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristףbal,Tבchira,5022,Venezuela,1996,7,July,1996-07,27,35.1,25,0.0,Schoggi Schokolade,11,3,100 - 100 g pieces,21.95,49,0,30,0,Confections,21.95,35.1,877.5,548.75,328.75,0.37464387464387466,1996-07,0%
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristףbal,Tבchira,5022,Venezuela,1996,7,July,1996-07,39,14.4,6,0.0,Chartreuse verte,18,1,750 cc per bottle,9.0,69,0,5,0,Beverages,9.0,14.4,86.4,54.0,32.400000000000006,0.37500000000000006,1996-07,0%
10257,HILAA,4,1996-07-16,1996-08-13,1996-07-22,3,81.91,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristףbal,Tבchira,5022,Venezuela,1996,7,July,1996-07,77,10.4,15,0.0,Original Frankfurter grne Soe,12,2,12 boxes,6.5,32,0,15,0,Condiments,6.5,10.4,156.0,97.5,58.5,0.375,1996-07,0%
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,7,July,1996-07,2,15.2,50,0.2,Chang,1,1,24 - 12 oz bottles,9.5,17,40,25,0,Beverages,9.5,15.2,608.0,475.0,133.0,0.21875,1996-07,10-20%
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,7,July,1996-07,5,17.0,65,0.2,Chef Anton's Gumbo Mix,2,2,36 boxes,10.675,0,0,0,1,Condiments,10.675,17.0,884.0,693.875,190.125,0.21507352941176472,1996-07,10-20%
10258,ERNSH,1,1996-07-17,1996-08-14,1996-07-23,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,7,July,1996-07,32,25.6,6,0.2,Mascarpone Fabioli,14,4,24 - 200 g pkgs.,16.0,9,40,25,0,Dairy Products,16.0,25.6,122.88000000000002,96.0,26.880000000000024,0.21875000000000014,1996-07,10-20%
10259,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,Mיxico D.F.,,5022,Mexico,1996,7,July,1996-07,21,8.0,10,0.0,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,5.0,3,40,5,0,Confections,5.0,8.0,80.0,50.0,30.0,0.375,1996-07,0%
10259,CENTC,4,1996-07-18,1996-08-15,1996-07-25,3,3.25,Centro comercial Moctezuma,Sierras de Granada 9993,Mיxico D.F.,,5022,Mexico,1996,7,July,1996-07,37,20.8,1,0.0,Gravad lax,17,8,12 - 500 g pkgs.,13.0,11,50,25,0,Seafood,13.0,20.8,20.8,13.0,7.800000000000001,0.375,1996-07,0%
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Kהseladen,Mehrheimerstr. 369,Kצln,,50739,Germany,1996,7,July,1996-07,41,7.7,16,0.25,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,4.825,85,0,10,0,Seafood,4.825,7.7,92.4,77.2,15.200000000000003,0.1645021645021645,1996-07,20%+
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Kהseladen,Mehrheimerstr. 369,Kצln,,50739,Germany,1996,7,July,1996-07,57,15.6,50,0.0,Ravioli Angelo,26,5,24 - 250 g pkgs.,9.75,36,0,20,0,Grains/Cereals,9.75,15.6,780.0,487.5,292.5,0.375,1996-07,0%
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Kהseladen,Mehrheimerstr. 369,Kצln,,50739,Germany,1996,7,July,1996-07,62,39.4,15,0.25,Tarte au sucre,29,3,48 pies,24.65,17,0,0,0,Confections,24.65,39.4,443.25,369.75,73.5,0.1658206429780034,1996-07,20%+
10260,OTTIK,4,1996-07-19,1996-08-16,1996-07-29,1,55.09,Ottilies Kהseladen,Mehrheimerstr. 369,Kצln,,50739,Germany,1996,7,July,1996-07,70,12.0,21,0.25,Outback Lager,7,1,24 - 355 ml bottles,7.5,15,10,30,0,Beverages,7.5,12.0,189.0,157.5,31.5,0.16666666666666666,1996-07,20%+
10261,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delםcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,1996,7,July,1996-07,21,8.0,20,0.0,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,5.0,3,40,5,0,Confections,5.0,8.0,160.0,100.0,60.0,0.375,1996-07,0%
10261,QUEDE,4,1996-07-19,1996-08-16,1996-07-30,2,3.05,Que Delםcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil,1996,7,July,1996-07,35,14.4,20,0.0,Steeleye Stout,16,1,24 - 12 oz bottles,9.0,20,0,15,0,Beverages,9.0,14.4,288.0,180.0,108.0,0.375,1996-07,0%
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996,7,July,1996-07,5,17.0,12,0.2,Chef Anton's Gumbo Mix,2,2,36 boxes,10.675,0,0,0,1,Condiments,10.675,17.0,163.20000000000002,128.10000000000002,35.099999999999994,0.21507352941176464,1996-07,10-20%
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996,7,July,1996-07,7,24.0,15,0.0,Uncle Bob's Organic Dried Pears,3,7,12 - 1 lb pkgs.,15.0,15,0,10,0,Produce,15.0,24.0,360.0,225.0,135.0,0.375,1996-07,0%
10262,RATTC,8,1996-07-22,1996-08-19,1996-07-25,3,48.29,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996,7,July,1996-07,56,30.4,2,0.0,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,19.0,21,10,30,0,Grains/Cereals,19.0,30.4,60.8,38.0,22.799999999999997,0.37499999999999994,1996-07,0%
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,7,July,1996-07,16,13.9,60,0.25,Pavlova,7,3,32 - 500 g boxes,8.725,29,0,10,0,Confections,8.725,13.9,625.5,523.5,102.0,0.1630695443645084,1996-07,20%+
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,7,July,1996-07,24,3.6,28,0.0,Guaranב Fantבstica,10,1,12 - 355 ml cans,2.25,20,0,0,1,Beverages,2.25,3.6,100.8,63.0,37.8,0.375,1996-07,0%
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,7,July,1996-07,30,20.7,60,0.25,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,12.945,10,0,15,0,Seafood,12.945,20.7,931.5,776.7,154.79999999999995,0.166183574879227,1996-07,20%+
10263,ERNSH,9,1996-07-23,1996-08-20,1996-07-31,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria,1996,7,July,1996-07,74,8.0,36,0.25,Longlife Tofu,4,7,5 kg pkg.,5.0,4,20,5,0,Produce,5.0,8.0,216.0,180.0,36.0,0.16666666666666666,1996-07,20%+
10264,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fה HB,ֵkergatan 24,Brהcke,,S-844 67,Sweden,1996,7,July,1996-07,2,15.2,35,0.0,Chang,1,1,24 - 12 oz bottles,9.5,17,40,25,0,Beverages,9.5,15.2,532.0,332.5,199.5,0.375,1996-07,0%
10264,FOLKO,6,1996-07-24,1996-08-21,1996-08-23,3,3.67,Folk och fה HB,ֵkergatan 24,Brהcke,,S-844 67,Sweden,1996,7,July,1996-07,41,7.7,25,0.15,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,4.825,85,0,10,0,Seafood,4.825,7.7,163.625,120.625,43.0,0.26279602750190983,1996-07,10-20%
10265,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel pטre et fils,"24, place Klיber",Strasbourg,,67000,France,1996,7,July,1996-07,17,31.2,30,0.0,Alice Mutton,7,6,20 - 1 kg tins,19.5,0,0,0,1,Meat/Poultry,19.5,31.2,936.0,585.0,351.0,0.375,1996-07,0%
10265,BLONP,2,1996-07-25,1996-08-22,1996-08-12,1,55.28,Blondel pטre et fils,"24, place Klיber",Strasbourg,,67000,France,1996,7,July,1996-07,70,12.0,20,0.0,Outback Lager,7,1,24 - 355 ml bottles,7.5,15,10,30,0,Beverages,7.5,12.0,240.0,150.0,90.0,0.375,1996-07,0%
10266,WARTH,3,1996-07-26,1996-09-06,1996-07-31,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1996,7,July,1996-07,12,30.4,12,0.05,Queso Manchego La Pastora,5,4,10 - 500 g pkgs.,19.0,86,0,0,0,Dairy Products,19.0,30.4,346.55999999999995,228.0,118.55999999999995,0.34210526315789463,1996-07,0-5%
10267,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,1996,7,July,1996-07,40,14.7,50,0.0,Boston Crab Meat,19,8,24 - 4 oz tins,9.2,123,0,30,0,Seafood,9.2,14.7,735.0,459.99999999999994,275.00000000000006,0.37414965986394566,1996-07,0%
10267,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,1996,7,July,1996-07,59,44.0,70,0.15,Raclette Courdavault,28,4,5 kg pkg.,27.5,79,0,0,0,Dairy Products,27.5,44.0,2618.0,1925.0,693.0,0.2647058823529412,1996-07,10-20%
10267,FRANK,4,1996-07-29,1996-08-26,1996-08-06,1,208.58,Frankenversand,Berliner Platz 43,Mnchen,,80805,Germany,1996,7,July,1996-07,76,14.4,15,0.15,Lakkalikצצri,23,1,500 ml,9.0,57,0,20,0,Beverages,9.0,14.4,183.6,135.0,48.599999999999994,0.2647058823529412,1996-07,10-20%
10268,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5× Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,1996,7,July,1996-07,29,99.0,10,0.0,Thringer Rostbratwurst,12,6,50 bags x 30 sausgs.,61.895,0,0,0,1,Meat/Poultry,61.895,99.0,990.0,618.95,371.04999999999995,0.37479797979797974,1996-07,0%
10268,GROSR,8,1996-07-30,1996-08-27,1996-08-02,3,66.29,GROSELLA-Restaurante,5× Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela,1996,7,July,1996-07,72,27.8,4,0.0,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,17.4,14,0,0,0,Dairy Products,17.4,27.8,111.2,69.6,41.60000000000001,0.3741007194244605,1996-07,0%
10269,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,1996,7,July,1996-07,33,2.0,60,0.05,Geitost,15,4,500 g,1.25,112,0,20,0,Dairy Products,1.25,2.0,114.0,75.0,39.0,0.34210526315789475,1996-07,0-5%
10269,WHITC,5,1996-07-31,1996-08-14,1996-08-09,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA,1996,7,July,1996-07,72,27.8,20,0.05,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,17.4,14,0,0,0,Dairy Products,17.4,27.8,528.1999999999999,348.0,180.19999999999993,0.34115865202574774,1996-07,0-5%
10270,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1996,8,August,1996-08,36,15.2,30,0.0,Inlagd Sill,17,8,24 - 250 g  jars,9.5,112,0,20,0,Seafood,9.5,15.2,456.0,285.0,171.0,0.375,1996-08,0%
10270,WARTH,1,1996-08-01,1996-08-29,1996-08-02,1,136.54,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland,1996,8,August,1996-08,43,36.8,25,0.0,Ipoh Coffee,20,1,16 - 500 g tins,23.0,17,10,25,0,Beverages,23.0,36.8,919.9999999999999,575.0,344.9999999999999,0.37499999999999994,1996-08,0%
10271,SPLIR,6,1996-08-01,1996-08-29,1996-08-30,2,4.54,Split Rail Beer & Ale,P.O. Box 555,Lander,WY,82520,USA,1996,8,August,1996-08,33,2.0,24,0.0,Geitost,15,4,500 g,1.25,112,0,20,0,Dairy Products,1.25,2.0,48.0,30.0,18.0,0.375,1996-08,0%
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996,8,August,1996-08,20,64.8,6,0.0,Sir Rodney's Marmalade,8,3,30 gift boxes,40.5,40,0,0,0,Confections,40.5,64.8,388.79999999999995,243.0,145.79999999999995,0.37499999999999994,1996-08,0%
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996,8,August,1996-08,31,10.0,40,0.0,Gorgonzola Telino,14,4,12 - 100 g pkgs,6.25,0,70,20,0,Dairy Products,6.25,10.0,400.0,250.0,150.0,0.375,1996-08,0%
10272,RATTC,6,1996-08-02,1996-08-30,1996-08-06,2,98.03,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA,1996,8,August,1996-08,72,27.8,24,0.0,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,17.4,14,0,0,0,Dairy Products,17.4,27.8,667.2,417.59999999999997,249.60000000000008,0.37410071942446055,1996-08,0%
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,1996,8,August,1996-08,10,24.8,24,0.05,Ikura,4,8,12 - 200 ml jars,15.5,31,0,0,0,Seafood,15.5,24.8,565.44,372.0,193.44000000000005,0.3421052631578948,1996-08,0-5%
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,1996,8,August,1996-08,31,10.0,15,0.05,Gorgonzola Telino,14,4,12 - 100 g pkgs,6.25,0,70,20,0,Dairy Products,6.25,10.0,142.5,93.75,48.75,0.34210526315789475,1996-08,0-5%
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,1996,8,August,1996-08,33,2.0,20,0.0,Geitost,15,4,500 g,1.25,112,0,20,0,Dairy Products,1.25,2.0,40.0,25.0,15.0,0.375,1996-08,0%
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,1996,8,August,1996-08,40,14.7,60,0.05,Boston Crab Meat,19,8,24 - 4 oz tins,9.2,123,0,30,0,Seafood,9.2,14.7,837.9,552.0,285.9,0.34121016827783746,1996-08,0-5%
10273,QUICK,3,1996-08-05,1996-09-02,1996-08-12,3,76.07,QUICK-Stop,Taucherstrae 10,Cunewalde,,1307,Germany,1996,8,August,1996-08,76,14.4,33,0.05,Lakkalikצצri,23,1,500 ml,9.0,57,0,20,0,Beverages,9.0,14.4,451.43999999999994,297.0,154.43999999999994,0.34210526315789463,1996-08,0-5%
10274,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,1996,8,August,1996-08,71,17.2,20,0.0,Flotemysost,15,4,10 - 500 g pkgs.,10.75,26,0,0,0,Dairy Products,10.75,17.2,344.0,215.0,129.0,0.375,1996-08,0%
10274,VINET,6,1996-08-06,1996-09-03,1996-08-16,1,6.01,Vins et alcools Chevalier,59 rue de l'Abbaye,Reims,,51100,France,1996,8,August,1996-08,72,27.8,7,0.0,Mozzarella di Giovanni,14,4,24 - 200 g pkgs.,17.4,14,0,0,0,Dairy Products,17.4,27.8,194.6,121.79999999999998,72.80000000000001,0.3741007194244605,1996-08,0%
10275,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,1996,8,August,1996-08,24,3.6,12,0.05,Guaranב Fantבstica,10,1,12 - 355 ml cans,2.25,20,0,0,1,Beverages,2.25,3.6,41.04,27.0,14.04,0.34210526315789475,1996-08,0-5%
10275,MAGAA,1,1996-08-07,1996-09-04,1996-08-09,1,26.93,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,,24100,Italy,1996,8,August,1996-08,59,44.0,6,0.05,Raclette Courdavault,28,4,5 kg pkg.,27.5,79,0,0,0,Dairy Products,27.5,44.0,250.79999999999998,165.0,85.79999999999998,0.3421052631578947,1996-08,0-5%
