ProductID,ProductName,UnitsSold,Revenue,COGS,GrossProfit,GrossMargin,ProfitPerUnit,ProfitShare,CumulativeProfitShare
30,Nord-Ost Matjeshering,612,13424.1975,7922.34,5501.8575,0.4098462869009488,8.989963235294118,0.01016773624261547,0.7802410179785008
11,Queso Cabrales,706,12901.77,7413.0,5488.77,0.42542767387730523,7.774461756373938,0.010143549820470726,0.7903845677989715
1,Chai,828,12788.1,7452.0,5336.1,0.41727074389471464,6.444565217391305,0.009861407236414323,0.8002459750353859
8,Northwoods Cranberry Sauce,372,12772.0,7440.0,5332.0,0.4174757281553398,14.333333333333334,0.009853830210183686,0.8100998052455696
39,Chartreuse verte,793,12294.54,7137.0,5157.54,0.41949841148997846,6.503833543505674,0.009531418503794216,0.8196312237493638
70,Outback Lager,817,10672.65,6127.5,4545.15,0.4258689266489578,5.563219094247246,0.008399687993213873,0.8280309117425777
44,Gula Malacca,601,9915.945,5844.725,4071.2200000000003,0.41057307195632897,6.774076539101498,0.007523839202607656,0.8355547509451854
49,Maxilaku,520,9244.6,5200.0,4044.6,0.4375094649849642,7.778076923076923,0.007474643973763866,0.8430293949189492
77,Original Frankfurter grne Soe,791,9171.63,5141.5,4030.13,0.43941262349222554,5.094981036662452,0.007447902615335254,0.8504772975342845
21,Sir Rodney's Scones,1016,9104.0,5080.0,4024.0,0.44200351493848855,3.9606299212598426,0.007436574037092864,0.8579138715713773
41,Jack's New England Clam Chowder,981,8680.345000000001,4733.325,3947.02,0.4547077333907811,4.023465851172273,0.00729431074947472,0.8652081823208521
68,Scottish Longbreads,799,8714.0,4993.75,3720.25,0.42692793206334634,4.65613266583229,0.006875227276713402,0.8720834095975655
75,Rhצnbrהu Klosterbier,1155,8177.49,4475.625,3701.8650000000002,0.45268963948595475,3.205077922077922,0.0068412507822621215,0.8789246603798276
42,Singaporean Hokkien Fried Mee,697,8575.0,4879.0,3696.0,0.4310204081632653,5.302725968436155,0.006830411938641955,0.8857550723184696
32,Mascarpone Fabioli,297,8404.16,4752.0,3652.16,0.4345657388721776,12.296835016835017,0.006749393199629491,0.8925044655180991
4,Chef Anton's Cajun Seasoning,453,8567.9,4983.0,3584.9,0.4184105790216973,7.913686534216335,0.006625093008343491,0.8991295585264426
22,Gustaf's Knהckebrצd,348,7122.360000000001,3654.0,3468.36,0.48696780280693475,9.966551724137931,0.006409720657875598,0.9055392791843182
57,Ravioli Angelo,434,7661.55,4231.5,3430.05,0.4476966149147366,7.903341013824885,0.0063389216639986035,0.9118782008483168
6,Grandma's Boysenberry Spread,301,7137.0,3762.5,3374.5,0.47281771052262855,11.210963455149502,0.006236262198849371,0.9181144630471662
14,Tofu,404,7991.49,4696.5,3294.9900000000002,0.41231234725939725,8.155915841584159,0.006089323331630372,0.9242037863787965
34,Sasquatch Ale,506,6350.4,3542.0,2808.4,0.4422398589065256,5.550197628458498,0.005190078162468091,0.9293938645412646
9,Mishi Kobe Niku,95,7226.5,4607.5,2619.0,0.3624161073825503,27.568421052631578,0.004840056511716255,0.9342339210529809
46,Spegesild,548,5883.0,3288.0,2595.0,0.4411014788373279,4.735401459854015,0.004795703187439359,0.9390296242404202
19,Teatime Chocolate Biscuits,723,5862.62,3325.7999999999997,2536.8199999999997,0.4327109722274341,3.508741355463347,0.004688183337171451,0.9437178075775917
58,Escargots de Bourgogne,534,5881.675,3537.75,2343.925,0.39851317864383873,4.38937265917603,0.0043317027335717925,0.9480495103111635
13,Konbu,891,4960.44,2673.0,2287.44,0.4611365120836055,2.5672727272727274,0.00422731533683094,0.9522768256479944
5,Chef Anton's Gumbo Mix,298,5347.2,3181.15,2166.05,0.4050811639736685,7.268624161073826,0.004002979918748757,0.9562798055667432
23,Tunnbrצd,580,4601.7,2610.0,1991.7,0.43281830627811463,3.433965517241379,0.003680771498428891,0.9599605770651721
24,Guaranב Fantבstica,1125,4504.365,2531.25,1973.115,0.4380450962566311,1.75388,0.0036464253929419698,0.9636070024581141
45,Rogede sild,508,4338.175,2413.0,1925.1750000000002,0.44377532026716304,3.7897145669291343,0.0035578296276988705,0.967164832085813
54,Tourtiטre,755,4728.2375,2812.375,1915.8625,0.4051959107384094,2.537566225165563,0.0035406196138518457,0.9707054516996649
73,Rצd Kaviar,293,3997.2,2197.5,1799.7,0.4502401681176824,6.142320819112628,0.0033259449042137247,0.9740313966038786
47,Zaanse koeken,485,3958.08,2303.75,1654.33,0.4179627496159754,3.4109896907216495,0.00305729312295821,0.9770886897268368
50,Valkoinen suklaa,235,3437.6875,1909.375,1528.3125,0.4445757504136138,6.50345744680851,0.0028244058295388884,0.9799130955563757
52,Filo Mix,500,3232.95,1750.0,1482.95,0.4586987117029339,2.9659,0.00274057342651761,0.9826536689828933
25,NuNuCa Nu-Nougat-Creme,318,3704.3999999999996,2226.0,1478.4,0.399092970521542,4.649056603773585,0.0027321647754567817,0.9853858337583501
3,Aniseed Syrup,328,3044.0,1640.0,1404.0,0.4612352168199737,4.280487804878049,0.002594669470198405,0.9879805032285485
66,Louisiana Hot Spiced Okra,239,3383.0,2031.5,1351.5,0.39949748743718594,5.654811715481172,0.002497646573342695,0.9904781498018912
67,Laughing Lumberjack Lager,184,2396.8,1288.0,1108.8,0.4626168224299065,6.0260869565217385,0.002049123581592586,0.9925272733834838
37,Gravad lax,125,2688.3999999999996,1625.0,1063.4,0.395551257253385,8.507200000000001,0.0019652218765021253,0.994492495259986
74,Longlife Tofu,297,2432.5,1485.0,947.5,0.3895169578622816,3.1902356902356903,0.0017510322813482824,0.9962435275413343
15,Genen Shouyu,122,1784.825,945.5,839.325,0.4702561875814156,6.879713114754098,0.0015511189124460657,0.9977946464537804
33,Geitost,755,1648.125,943.75,704.375,0.4273795980280622,0.9329470198675497,0.0013017238661474368,0.9990963703199278
48,Chocolade,138,1368.7125,879.75,488.9625,0.3572426641825803,3.54320652173913,0.0009036296800725694,1.0000000000000004
